Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
"Las habitaciones son muy amplias, excelente limpieza como siempre y el personal muy amable !!!!","The rooms are very spacious, excellent cleaning as always and the staff is very friendly!!!!",2023-11-30,Banco Bancrea,maps,Quintana Roo,95,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,no,no,Social Internal,Human Capital,POSITIVE,2023.0,November,11.0,Cancún
Muy buen servicio,Very good service,2024-05-27,Fundación Dondé Banco,maps,Quintana Roo,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,May,5.0,Cancún
"Excelente servicio, amabilidad, comodidad y un ambiente muy tranquilo","Excellent service, friendliness, comfort and a very calm atmosphere",2023-08-21,Banco Bancrea,maps,Quintana Roo,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,POSITIVE,2023.0,August,8.0,Cancún
"Mucho ruido, muy alejado, huele mal el baño, pésima comida, mal servicio","A lot of noise, very far away, the bathroom smells bad, terrible food, bad service",2023-12-22,Banco Bancrea,maps,Quintana Roo,10,Social Capital,Social External,REPUTATION,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,December,12.0,Cancún
Exelente servicio,Excelent service,2023-08-31,Citibanamex,maps,Ciudad de México,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,August,8.0,Ciudad de México
Muy buena atención y servicio,Very good attention and service,2023-06-27,CIBanco,maps,Guanajuato,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,June,6.0,León
Excelente servicio y surtido,Excellent service and assortment,2024-07-11,Banca Mifel,maps,Ciudad de México,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,POSITIVE,2024.0,July,7.0,Ciudad de México
"Eh pedido en muchas ocasiones en este lugar pero no había tenido oportunidad de visitarlo.

La atención es muy buena y los platillos son económicos comparado con otros restaurantes.

Cuenta con amplio estacionamiento.",I have ordered from this place many times but had not had the opportunity to visit it. The service is very good and the dishes are cheap compared to other restaurants. It has ample parking.,2024-03-15,Banca Afirme,maps,Sonora,80,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,March,3.0,Hermosillo
"En esta ocasión el personal fue muy amable, no tardó tanto la comida y estuvo riquísimo ✨✨","On this occasion the staff was very friendly, the food didn&#39;t take long and it was delicious ✨✨",2024-05-04,Banca Afirme,maps,Sonora,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2024.0,May,5.0,Hermosillo
El lugar de descanso y reposición perfecto es un lugar  con un ambiente joven y atrevido limpio y tranquilo en mi estancia tuvimos un ligero detalle en la comida pero fue adecuadamente resuelto por el personal y siempre con toda la atención y respeto,"The perfect place of rest and replenishment is a place with a young and daring atmosphere, clean and quiet. During my stay we had a slight detail in the food but it was adequately resolved by the staff and always with all the attention and respect",2023-09-20,Banca Afirme,maps,Sonora,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,September,9.0,Hermosillo
Muy buen servicio (recomiendo la tampiqueña y los chilaquil la capital,Very good service (I recommend the tampiqueña and the chilaquil la capital,2023-05-30,Banca Afirme,maps,Sonora,85,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,no,no,Environmental,Social Capital,NEUTRAL,2023.0,May,5.0,Hermosillo
"excelente lugar para almorzar, buena calidad de comida, excelente cafe y buen ambiente familiar","excellent place for lunch, good quality of food, excellent coffee and good family atmosphere",2024-03-21,Banca Afirme,maps,Coahuila,90,Social Capital,Social External,QUALITY,PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,POSITIVE,2024.0,March,3.0,Saltillo
No complaints. On time. Easy round trip to Tijuana.,No complaints. On time. Easy round trip to Tijuana.,2024-01-23,Banca Afirme,maps,Chihuahua,85,Social Capital,Social External,COMPLAINTS,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,January,1.0,Juárez
"Tijuana to Ensenada: Tickets stated bus#4088, but staff kept saying 4064 terminal. 45 minutes after scheduled on-boarding time, we all find out the bus #4046, which is the actual bus we we're supposed to get on was at the other end of the station. No customer services. Dirty buses. Driver of this bus was sarcastic, ignorant. Let others sit in seats I booked, Men to be exact. Arrival station is old, dirty, 5peso toilets. On board, internet, monitor not working. Just. No.","Tijuana to Ensenada: Tickets stated bus#4088, but staff kept saying 4064 terminal. 45 minutes after scheduled on-boarding time, we all find out the bus #4046, which is the actual bus we&#39;re supposed to get on was at the other end of the station. Not customer services. Dirty buses. Driver of this bus was sarcastic, ignorant. Let others sit in seats I booked, Men to be exact. Arrival station is old, dirty, 5peso toilets. On board, internet, monitor not working. Just. No.",2023-09-27,Banca Afirme,maps,Chihuahua,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2023.0,September,9.0,Juárez
"Esta empresa es poco seria, nunca salen en el horario que te venden, siempre van saliendo 15 - 20 minutos después, yo he preguntado y me han dicho que así es ahí, casi que así es y te aguantas… poca amabilidad, malas instalaciones y muchas veces los autobuses huelen a orines, recomiendo los buses de aguacaliente al menos están un poco más limpios.
El servicio no es barato y hay asientos rotos o que no se pueden reclinar… mala experiencia estos buses.","This company is not very serious, they never leave at the time they sell you, they always leave 15 - 20 minutes later, I have asked and they have told me that that&#39;s how it is there, almost that&#39;s how it is and you put up with it... little friendliness, bad facilities and Many times the buses smell like urine, I recommend the Aguacaliente buses at least they are a little cleaner. The service is not cheap and there are seats that are broken or that cannot be reclined… bad experience on these buses.",2023-12-08,Banca Afirme,maps,Coahuila,15,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,no,no,Environmental,Social Capital,NEGATIVE,2023.0,December,12.0,Saltillo
Mal servicio no tienen ni servicio de usar el baño  . Llegue ala central alas 3.30 y ya no había boletos para el de las 4 sali alas 7.30 x q venia retrasado. De noche Y el chófer no avisaba en q poblado iba. Cuando yo baje estaba muy enojado el chófer por que iva bajar equipaje en la parte de abajo.. fue el 15 .08.23,"Bad service, they don&#39;t even have service to use the bathroom. I arrived at the central wing at 3:30 and there were no more tickets for the 4 o&#39;clock one. I left at 7:30 because I was late. At night And the driver didn&#39;t let me know which town he was going to. When I got off the driver was very angry because he was going to unload luggage at the bottom... it was 08/15/23",2024-04-23,Banca Afirme,maps,Coahuila,20,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,April,4.0,Saltillo
ya tengo rato que no e viajado pero la verdad cuando los use eran cómodos lo malo es que siempre ponían películas viejas ahora nose. Aquí se registro porque pase por el lugar.,"I haven&#39;t traveled for a while but the truth is that when I used them they were comfortable, the bad thing is that they always played old movies, now I don&#39;t know. I registered here because I passed by the place.",,,,,55,,,,,no,no,,,,,,,
"si ocupan factura usen otro transporte por qué aquí no dan, su página de facturación siempre está caída y si vas te dicen que marques a la extensión 7440 y tampoco contestan pésimo servicio","If you need a bill, use another transport, why don&#39;t they provide it here, their billing page is always down and if you go they tell you to dial extension 7440 and they don&#39;t answer either, terrible service",,,,,10,,,,,no,si,,,,,,,
"El servicio y la atención muy bien las chicas son amables, pero las condiciones estan mal, feas, descuidadas, los baños descuidados, la banqueta descuidada. Me gustaría que permitieran el uso del baño en la terminal de la calle 6ta y Gastélum en Ensenada, pidan boleto como requisito para poder entrar, 10 hasta 10 pesos de pago, a veces la espera es larga y una como usuario quiere usar un baño decente dónde se pueda lavar las manos.","The service and attention are very good, the girls are friendly, but the conditions are bad, ugly, neglected, the bathrooms are neglected, the sidewalk is neglected. I would like them to allow the use of the bathroom in the terminal on 6th Street and Gastélum in Ensenada, ask for a ticket as a requirement to be able to enter, 10 to 10 pesos to pay, sometimes the wait is long and as a user you want to use a decent bathroom where you can wash your hands.",2024-01-15,Banca Afirme,maps,Querétaro,35,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2024.0,January,1.0,Querétaro
"Horrible lugar para recibir al turista,poco espacio e incómodo ,mal olor y poca capacitación del personal que atiende el lugar","Horrible place to receive tourists, little space and uncomfortable, bad smell and little training of the staff that attends the place",,,,,10,,,,,no,no,,,,,,,
"Mala atención, la compra en línea no da los boletos, instalaciones muy descuidadas, para subir y bajar las maletas te exigen propina","Bad service, online purchase does not provide tickets, very neglected facilities, they require a tip to take your suitcases up and down",2024-06-24,Banca Afirme,maps,Guerrero,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,Acapulco de Juárez
