"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"As a Chinese and lived in Beijing, I always take Air Chinaâ€™s flight. Though their fleet age is very young compared with western airlines, but the seat and entertainment devise is out of date. If you gonna fly with Air China, avoid their B777-300er and A330-200. Their best aircraft is A350-900. Also I recommend you try to take China Eastern and Xiamen Airline. Their service is best in Chinese airlines. 
Anyway, very great video and Welcome to Beijing!ðŸŽ‰",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL PROTOCOLS",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"Chinese carriers have come a long way and are quite good now. Although catering and IFE are still subpar. 

Have only flown with CZ and MU and service was excellent, crew were very accomodating and polite. Legroom is much more spacious compared to others, even their domestic 'LCC' provides free water and have FSC-esque legroom. 

Would fly with them long haul if the fare is reasonable!",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL CULTURE",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"At 16:19, those are Collins Aerospace MiQ seats, not Recaro PL3530 seats. The PL3530 is installed on the newer planes with the Recaro business.",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (QUALITY)",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"I recently flew Munich - Shanghai (A350) with Air China, and on the return journey SHA - PEK - MUC (B777). Got a very competitive deal at EUR 600 round trip and I was very positively surprised. This is def not the same airline that I recall from my childhood memory (I usually fly with China Eastern). Some points to share/confirm:

- MUC-PVG is very pleasant with a brand-new A350, great entertainment system and in-flight WiFi (again within firewall). Stewed beef was decent. Flight was loosely occupied so in some rows you can even lie down in economy.
- PEK-MUC is a bit worse with an older plane. Transfer not as pleasant since domestic flights arrive at a different section and needed a LONG walk to the security check and then taking the terminal trains. Heard some European transit passengers complaining about the lack of access to the ""outside"" internet which is totally understandable. So, it might be excruciating for those who've got long transfer (however, you can get VPN ahead). Different entertainment system but feels worse.

BTW, the straw is for the yoghurt because Chinese yoghurt is usually thinner than the European ones and is perceived more as a drink. I also helped my German seat neighbor to clear the confusion ;)",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"Good review.  Bonus-point for the hot water-bottle action.",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","WATER & WASTEWATER MANAGEMENT","WATER & WASTEWATER MANAGEMENT","ENVIRONMENTAL ACTIONS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Hi David! Some clarifications,

Beijing went through VERY heavy winterstorm with -30 degree C, where normally a daily low would be higher than -10 degree C. Heating is an infrastructure problem in that day.

In addition, Beijing has just opened a handful of international flights the shops have not yet adapted for the growth of traffic after a full lockdown of 3years. New tenants have yet to  move in so the airport seems desserted. That is almost the case for all international departure hall in China post-pandemic.",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Business Model and Innovation","Business Model and Innovation","PHYSICAL IMPACTS OF CLIMATE CHANGE","PHYSICAL IMPACTS OF CLIMATE CHANGE","CAREER DEVELOPMENT (SUPPORT)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Air China is a airline I regularly keep my eyes on, they provide acceptable service and standard full service amenities for a very competitive price. I personally like their older roomier 3-3-3 seats on their 777 fleet as well.",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Had the same experience with Air China with transit in Beijing. Hard product is great and food staff werenâ€™t bad but the transit in Beijings airport is rough with no stores/food open if you arrive at the wrong time and being stuck in a freezing cold or hot airport for hours.",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"I use them regularly going from the UK to the Philippines fantastic prices great service crew are amazing very helpful a lot of Thai crew the cheapest I ever had about 5 years ago was Â£330 return unbelievable at the time",06-04-2024 11:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","CUSTOMER MANAGEMENT (VALUE)",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"Feel free to cringe at my pronounciation of ""Air France""! I probably deserve it. ðŸ˜‚ When I did the review about Aeromexico last year, tons of people complained about how I pronounced Aeromexico in English and not Spanish, so I figured it might be appropriate to do the same here with French. (I tried to pronounce it like they do in the safety video.) But hearing it in the video now...I get it. But trust me, I tried the English pronounciation, and it wasn't much better haha.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"btw, the AF safety video is one of the best ever safety videos ever. It manages to condense every film French stereotype in a 5-minute video in a very entertaining manner.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Just a small comment about making sure to drink onboard, staying hydrated mostly means drinking water, because other drinks such as Alcoholic, soft drinks and hot drinks contribute more to dehydration rather than keep you hydrated. This is especially important for us as crew to ensure that we get enough hydration.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL PROTOCOLS",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"A few secrets of why Air France does so well:  First off, linens for the return trip are sent with the departure.  It means that all of their blankets, pillowcases, and the like are generally treated at their ""home"" laundry.  Their quality standards as a result are much higher and easier to reach.   When it comes to food, they are also very particular about quantity and quality, and to my knowledge do more meal tastings and such than most others to perfect the products from each of their bases.  They also have generally very good staff on the ground at every destination that work hard to assure that the quality of the cleaning, prep, and ground services are up to standard every day.

They are not the greatest airline ever, but they are an airline with high standards that translates generally to a good trip and consistent levels of service and such.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","MATERIALS & EQUIPMENT",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"A point on landing in CDG: 
I travelled to Europe for the first time this March, landing in Paris from Seoul ICN on Asiana. I was very confused about the terminal layout, including the long travelator hallways in Terminal 1 and the fact that Terminal 2 was divided into six sections (A-F). What really boggled my mind was passport control though. I was called forward to an officer who was clearly on break, because he was swiping through TikTok while stamping my passport. He barely even looked up at me. So much for security control, I guess.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ANTI-CORRUPTION",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Back in 2010 I flew to France with Air Canada and back to Canada with Air France. I remember both had the 3 x 3 x 3 seating in economy. However Air France seats had more space and the food was much better. I was in middle school at the time so I can't comment on either's alcoholic beverage service, but back then Air France had a better product.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","ENVIRONMENTAL PROTOCOLS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"I flew Air France a few times from Stuttgart to Paris for business reasons. If I'm correct, the flight time was about 70 minutes. Afterwards we drove around the taxiways for around 40 minutes to reach one of the weird terminals. I hated it. ðŸ¤£",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"I remember flying on Air France's Economy from Dallas to Paris, and admittedly, I had an asile seat, but it was surprisingly comfortable.  Best long-haul economy I've had, even if it was just compared to American Airlines to London and Delta from ten years ago to Istanbul.  Food was delicious, IFE had lots of options, friendly staff.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","ENVIRONMENTAL PROTOCOLS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"I flew AF business from Miami to Paris (CDG) aboard their 777-300 last December and it was phenomenal. I'll flying the same route but in economy aboard their A350 in the near future. Excited to see what's in store.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","ENVIRONMENTAL PROTOCOLS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Sometimes the aircraft can make a big difference. For example, i flew 777 on both of my routes from DFW-BOM, on one flight they had the brand new Air France seats features on the 777-300ER while on the other flight they had the outdated B/E seats.",24-06-2023 10:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
